question,worker,answer
63,2,3
63,3,1
63,19,1
63,34,1
63,37,0
63,40,1
63,43,1
63,55,1
63,83,1
63,84,1
394,2,1
394,5,3
394,13,3
394,15,3
394,17,0
394,31,3
394,34,3
394,40,3
394,49,3
394,96,3
27,2,1
27,3,3
27,9,1
27,13,3
27,23,1
27,25,3
27,34,1
27,52,2
27,56,3
27,67,0
324,2,2
324,9,3
324,13,3
324,19,3
324,24,3
324,31,0
324,44,2
324,62,3
324,88,3
324,89,1
393,2,3
393,3,0
393,7,0
393,16,0
393,27,2
393,31,1
393,35,0
393,37,3
393,39,0
393,70,0
523,2,3
523,10,0
523,20,0
523,23,0
523,30,0
523,37,0
523,49,0
523,51,0
523,58,0
523,63,3
561,2,3
561,8,1
561,13,2
561,17,3
561,19,1
561,20,1
561,35,1
561,39,1
561,55,1
561,56,0
135,2,0
135,3,2
135,5,2
135,12,2
135,25,3
135,31,3
135,34,2
135,35,2
135,53,2
135,58,1
10,2,3
10,3,1
10,9,0
10,12,0
10,16,0
10,21,0
10,34,0
10,51,0
10,53,0
10,54,0
560,2,0
560,12,2
560,13,2
560,16,1
560,26,1
560,35,1
560,53,1
560,58,1
560,60,1
560,65,1
353,2,3
353,9,2
353,16,0
353,22,0
353,31,2
353,40,1
353,43,2
353,58,2
353,69,2
353,70,0
537,2,2
537,9,3
537,12,1
537,20,3
537,23,3
537,30,3
537,36,3
537,47,3
537,66,3
537,76,3
241,2,3
241,3,3
241,5,0
241,12,0
241,13,0
241,22,3
241,25,1
241,29,0
241,41,0
241,58,3
49,2,0
49,3,2
49,9,2
49,16,2
49,25,3
49,28,2
49,35,2
49,50,2
49,73,2
49,76,2
441,2,1
441,9,3
441,17,1
441,25,3
441,29,3
441,30,3
441,35,1
441,37,2
441,47,1
441,73,3
627,2,3
627,3,0
627,5,2
627,9,3
627,12,3
627,16,2
627,35,2
627,40,2
627,43,2
627,60,2
171,2,0
171,9,2
171,15,0
171,16,2
171,35,2
171,37,2
171,41,1
171,55,2
171,57,0
171,61,2
358,2,0
358,9,3
358,12,3
358,13,1
358,21,1
358,25,3
358,35,3
358,36,3
358,52,3
358,54,1
582,3,1
582,8,1
582,10,1
582,13,2
582,16,1
582,23,1
582,39,1
582,43,1
582,51,1
582,76,1
361,3,2
361,5,3
361,9,2
361,20,2
361,22,2
361,31,1
361,34,1
361,43,2
361,54,2
361,55,2
346,3,2
346,9,0
346,11,2
346,17,1
346,31,3
346,34,2
346,41,3
346,45,2
346,54,2
346,71,2
706,3,0
706,9,0
706,11,0
706,12,0
706,16,0
706,31,0
706,37,0
706,41,0
706,43,3
706,53,0
76,3,3
76,13,3
76,15,3
76,16,2
76,17,2
76,22,1
76,32,3
76,37,3
76,44,0
76,68,3
707,3,2
707,13,1
707,15,2
707,17,2
707,22,0
707,29,2
707,35,2
707,40,0
707,43,2
707,58,2
318,3,1
318,10,1
318,20,2
318,23,1
318,28,3
318,34,1
318,35,1
318,37,1
318,55,1
318,56,1
772,3,1
772,8,3
772,9,1
772,22,0
772,25,1
772,27,1
772,34,1
772,35,0
772,40,1
772,88,3
238,3,2
238,6,0
238,22,2
238,31,1
238,35,0
238,37,2
238,40,2
238,60,2
238,85,2
238,90,2
790,3,0
790,9,0
790,20,2
790,21,0
790,22,0
790,30,0
790,41,0
790,43,3
790,54,0
790,66,0
152,3,1
152,6,1
152,9,0
152,25,3
152,27,1
152,35,3
152,37,1
152,43,1
152,53,2
152,56,1
748,3,0
748,9,0
748,10,2
748,11,0
748,16,0
748,20,0
748,31,1
748,34,3
748,55,2
748,66,0
753,3,0
753,9,2
753,28,2
753,35,3
753,43,0
753,55,0
753,62,0
753,66,0
753,73,0
753,107,0
741,3,0
741,9,0
741,12,0
741,16,0
741,31,2
741,35,0
741,42,3
741,43,0
741,58,0
741,72,0
781,3,1
781,13,3
781,16,1
781,20,1
781,30,1
781,35,1
781,43,1
781,45,1
781,47,0
781,58,1
173,3,1
173,8,3
173,19,2
173,20,1
173,29,1
173,35,3
173,40,1
173,43,1
173,55,1
173,73,1
745,3,3
745,8,0
745,9,3
745,13,3
745,21,3
745,30,3
745,53,3
745,58,1
745,66,3
745,84,3
144,3,1
144,13,1
144,16,1
144,17,2
144,19,1
144,23,1
144,34,1
144,36,1
144,37,1
144,90,1
293,3,3
293,4,3
293,16,3
293,20,1
293,25,3
293,28,3
293,30,1
293,36,3
293,41,3
293,50,3
167,3,0
167,12,0
167,13,1
167,19,0
167,20,2
167,25,0
167,35,1
167,37,0
167,39,3
167,49,2
804,3,2
804,8,2
804,9,2
804,11,2
804,12,2
804,14,2
804,22,2
804,29,2
804,54,2
804,88,2
387,3,1
387,10,1
387,12,1
387,16,1
387,20,1
387,23,1
387,27,1
387,40,3
387,47,1
387,54,1
803,3,2
803,9,2
803,16,2
803,21,2
803,28,0
803,29,2
803,31,3
803,35,2
803,42,2
803,55,2
677,3,1
677,13,1
677,19,1
677,25,3
677,35,1
677,42,3
677,54,2
677,55,1
677,56,1
677,58,1
739,3,2
739,9,2
739,16,2
739,21,2
739,31,2
739,34,2
739,53,2
739,58,3
739,60,2
739,63,2
395,3,1
395,11,0
395,13,3
395,31,1
395,36,1
395,39,3
395,48,0
395,51,0
395,53,1
395,85,1
411,3,1
411,10,1
411,11,1
411,13,1
411,19,1
411,25,1
411,42,1
411,58,3
411,62,2
411,66,1
281,3,0
281,15,0
281,16,0
281,17,0
281,20,0
281,23,0
281,26,0
281,34,0
281,51,0
281,52,3
481,3,1
481,7,1
481,9,1
481,13,2
481,20,1
481,25,3
481,40,2
481,42,1
481,50,1
481,55,1
755,3,3
755,9,3
755,12,3
755,20,1
755,23,3
755,30,3
755,42,3
755,58,1
755,69,1
755,84,0
401,3,3
401,16,3
401,17,3
401,22,1
401,23,3
401,34,3
401,40,0
401,41,3
401,52,3
401,104,3
98,3,2
98,8,2
98,12,2
98,15,0
98,35,2
98,44,2
98,55,2
98,58,3
98,68,2
98,79,2
541,3,2
541,4,1
541,8,2
541,13,2
541,15,2
541,21,2
541,35,0
541,40,2
541,43,2
541,57,2
663,3,1
663,9,1
663,13,1
663,16,0
663,20,2
663,21,2
663,27,0
663,34,1
663,35,1
663,59,1
630,3,3
630,13,3
630,14,3
630,15,3
630,31,3
630,34,1
630,35,3
630,43,3
630,61,3
630,73,3
107,3,3
107,5,1
107,11,3
107,20,1
107,22,1
107,34,3
107,36,3
107,40,1
107,41,1
107,53,3
702,3,3
702,14,3
702,16,3
702,20,3
702,21,3
702,31,1
702,37,3
702,41,3
702,42,0
702,61,3
506,3,1
506,4,1
506,5,0
506,9,1
506,11,1
506,20,1
506,26,1
506,30,1
506,31,1
506,43,1
48,3,2
48,13,2
48,14,1
48,23,2
48,31,2
48,34,2
48,35,1
48,41,2
48,47,2
48,61,2
656,3,3
656,20,3
656,21,2
656,25,1
656,26,3
656,29,3
656,43,0
656,54,3
656,58,3
656,61,3
454,3,2
454,9,2
454,13,2
454,16,2
454,18,2
454,20,2
454,22,2
454,39,2
454,40,2
454,47,2
193,3,3
193,9,1
193,13,3
193,16,3
193,19,3
193,23,3
193,27,2
193,30,1
193,41,3
193,60,3
511,3,0
511,5,3
511,14,1
511,16,2
511,21,0
511,28,2
511,29,0
511,47,0
511,60,0
511,102,0
165,3,0
165,12,0
165,13,0
165,16,0
165,22,0
165,31,0
165,35,0
165,43,3
165,47,0
165,55,2
639,3,3
639,12,3
639,21,3
639,22,3
639,23,3
639,31,2
639,35,3
639,37,3
639,39,3
639,55,3
3,3,1
3,12,1
3,13,3
3,16,1
3,17,2
3,18,1
3,19,1
3,20,1
3,21,0
3,22,1
619,3,1
619,5,2
619,12,1
619,20,1
619,21,1
619,31,1
619,43,1
619,51,1
619,53,1
619,55,1
771,3,2
771,20,0
771,30,2
771,47,0
771,50,2
771,55,2
771,61,2
771,66,2
771,73,2
771,88,2
38,3,2
38,11,1
38,16,2
38,17,2
38,19,2
38,22,1
38,29,2
38,31,2
38,34,2
38,61,2
486,3,2
486,10,1
486,31,2
486,35,1
486,47,2
486,52,1
486,55,2
486,60,1
486,70,2
486,90,2
355,3,3
355,5,2
355,9,3
355,19,3
355,28,2
355,29,3
355,35,3
355,40,2
355,53,0
355,99,0
313,3,3
313,6,3
313,13,3
313,16,1
313,20,3
313,21,3
313,36,0
313,40,2
313,41,0
313,52,3
512,3,0
512,5,0
512,34,0
512,35,0
512,40,3
512,45,1
512,55,3
512,66,0
512,88,1
512,94,0
33,3,0
33,9,0
33,11,0
33,16,0
33,19,2
33,21,0
33,25,0
33,34,0
33,41,0
33,58,2
751,3,0
751,16,1
751,20,3
751,22,0
751,28,0
751,30,0
751,35,0
751,36,0
751,58,0
751,66,0
351,3,3
351,13,3
351,16,3
351,19,3
351,22,2
351,34,3
351,35,3
351,40,3
351,55,1
351,59,3
621,3,0
621,21,1
621,23,0
621,30,2
621,31,0
621,35,0
621,41,0
621,50,0
621,54,0
621,59,0
797,3,3
797,5,3
797,9,3
797,16,3
797,19,3
797,31,3
797,41,3
797,58,3
797,61,3
797,94,3
604,3,3
604,5,3
604,13,3
604,16,3
604,28,3
604,34,3
604,35,3
604,47,3
604,55,3
604,80,3
765,3,2
765,9,2
765,21,0
765,25,2
765,31,1
765,34,2
765,35,2
765,40,2
765,43,2
765,58,2
536,3,1
536,14,1
536,16,1
536,19,3
536,20,1
536,25,2
536,36,1
536,47,1
536,50,1
536,56,1
696,3,0
696,9,0
696,12,0
696,13,0
696,16,0
696,34,3
696,37,0
696,43,0
696,47,1
696,73,0
699,3,0
699,6,0
699,13,0
699,16,0
699,18,3
699,25,0
699,31,0
699,36,0
699,45,0
699,73,0
206,3,3
206,5,3
206,9,3
206,13,3
206,19,3
206,34,3
206,39,3
206,53,1
206,61,3
206,90,3
715,3,3
715,5,3
715,13,2
715,16,3
715,20,1
715,25,2
715,34,3
715,42,3
715,47,1
715,58,3
341,3,3
341,11,0
341,13,2
341,16,3
341,24,3
341,31,3
341,37,1
341,54,3
341,62,3
341,69,3
646,3,3
646,9,3
646,13,1
646,14,2
646,16,3
646,31,3
646,35,3
646,37,3
646,43,3
646,45,3
767,3,1
767,10,1
767,13,1
767,28,3
767,29,1
767,34,1
767,43,1
767,50,1
767,58,0
767,59,1
96,3,2
96,5,0
96,10,0
96,15,2
96,19,2
96,25,2
96,35,3
96,48,0
96,49,2
96,83,2
29,3,3
29,12,3
29,13,3
29,31,3
29,34,3
29,35,3
29,47,1
29,56,3
29,60,3
29,68,3
795,3,1
795,5,1
795,9,1
795,10,3
795,16,1
795,22,1
795,28,1
795,36,1
795,45,1
795,63,0
11,3,0
11,5,0
11,19,1
11,25,1
11,31,3
11,35,0
11,39,0
11,50,0
11,54,0
11,55,0
384,3,3
384,9,1
384,13,2
384,28,3
384,34,2
384,41,3
384,50,3
384,61,3
384,63,3
384,94,3
282,3,1
282,6,1
282,9,1
282,13,1
282,16,1
282,22,1
282,34,1
282,37,1
282,60,1
282,65,1
635,3,3
635,5,3
635,16,3
635,19,1
635,20,0
635,22,3
635,40,3
635,54,3
635,56,3
635,97,3
793,3,2
793,5,2
793,9,2
793,13,2
793,22,2
793,31,1
793,35,3
793,41,1
793,47,2
793,58,0
776,3,1
776,5,1
776,9,1
776,11,1
776,14,1
776,16,1
776,20,1
776,21,1
776,42,1
776,102,1
747,3,1
747,20,1
747,27,2
747,34,1
747,35,1
747,43,1
747,47,1
747,58,1
747,63,1
747,88,2
141,3,3
141,9,3
141,20,0
141,24,1
141,31,2
141,35,3
141,37,3
141,44,1
141,54,1
141,80,3
502,3,2
502,6,2
502,9,2
502,13,2
502,16,2
502,19,1
502,23,2
502,30,2
502,35,2
502,53,2
533,3,3
533,5,3
533,10,0
533,13,1
533,16,3
533,34,2
533,37,3
533,47,3
533,53,0
533,57,2
527,3,3
527,5,3
527,8,3
527,13,2
527,20,3
527,25,3
527,28,3
527,45,1
527,56,3
527,69,0
690,3,3
690,9,3
690,13,3
690,16,3
690,21,3
690,22,3
690,25,1
690,47,0
690,53,3
690,73,3
610,3,1
610,13,2
610,14,2
610,16,1
610,20,0
610,28,1
610,39,1
610,45,1
610,61,1
610,66,1
721,3,2
721,9,2
721,11,0
721,21,3
721,25,2
721,28,2
721,41,2
721,47,1
721,62,0
721,84,2
501,3,0
501,13,3
501,15,1
501,20,1
501,27,0
501,34,0
501,40,3
501,50,1
501,56,0
501,77,1
212,3,1
212,13,1
212,16,2
212,23,1
212,31,1
212,35,1
212,43,1
212,47,0
212,58,1
212,78,1
306,3,1
306,9,0
306,14,2
306,31,1
306,49,1
306,51,2
306,55,1
306,56,1
306,61,1
306,65,0
591,3,1
591,6,1
591,11,1
591,13,1
591,16,1
591,22,1
591,31,1
591,45,1
591,53,1
591,73,3
19,3,1
19,9,1
19,12,1
19,13,1
19,14,2
19,16,1
19,31,1
19,34,1
19,53,1
19,55,3
111,3,3
111,10,2
111,13,3
111,15,3
111,22,2
111,27,3
111,35,3
111,41,3
111,60,3
111,76,3
458,3,0
458,6,0
458,9,0
458,10,0
458,12,0
458,34,3
458,40,0
458,42,1
458,43,2
458,60,0
298,3,0
298,5,0
298,9,0
298,16,2
298,25,0
298,26,0
298,42,0
298,65,3
298,67,0
298,89,0
761,3,2
761,9,2
761,13,2
761,16,2
761,26,2
761,31,2
761,35,2
761,42,2
761,43,2
761,59,2
418,3,3
418,14,3
418,17,3
418,23,3
418,34,3
418,50,3
418,53,3
418,55,3
418,58,3
418,61,3
528,3,3
528,9,3
528,10,1
528,12,3
528,13,0
528,41,3
528,44,3
528,61,3
528,73,3
528,81,0
170,3,1
170,13,3
170,16,1
170,20,1
170,24,1
170,34,1
170,36,3
170,50,1
170,54,1
170,93,1
647,3,0
647,6,0
647,10,0
647,21,0
647,23,2
647,25,0
647,31,0
647,34,2
647,39,0
647,40,3
756,3,0
756,9,0
756,10,0
756,13,0
756,16,0
756,25,2
756,30,2
756,34,0
756,61,0
756,102,0
773,3,3
773,9,3
773,13,3
773,16,3
773,20,3
773,22,1
773,25,3
773,28,3
773,54,2
773,72,3
787,3,1
787,9,1
787,16,1
787,23,1
787,30,1
787,31,1
787,34,3
787,35,1
787,42,2
787,61,0
662,3,2
662,16,2
662,21,1
662,25,1
662,28,2
662,34,0
662,35,2
662,36,2
662,39,1
662,43,2
28,3,2
28,13,3
28,14,2
28,19,2
28,20,2
28,27,2
28,29,3
28,40,2
28,43,2
28,51,1
606,3,1
606,6,0
606,16,1
606,25,3
606,31,1
606,35,0
606,36,0
606,47,1
606,54,1
606,90,1
400,3,2
400,6,0
400,10,2
400,31,2
400,35,2
400,36,2
400,37,2
400,43,2
400,44,2
400,60,2
412,3,3
412,13,3
412,20,3
412,23,3
412,28,3
412,35,3
412,45,3
412,48,3
412,50,3
412,69,3
513,3,0
513,10,2
513,20,1
513,22,0
513,25,2
513,28,3
513,31,1
513,40,0
513,43,0
513,63,0
239,3,1
239,9,1
239,15,1
239,27,1
239,28,1
239,35,1
239,37,1
239,44,1
239,58,1
239,95,1
645,3,2
645,9,2
645,16,2
645,20,2
645,34,2
645,42,2
645,43,2
645,53,2
645,60,2
645,63,2
296,3,0
296,10,1
296,20,0
296,40,0
296,42,0
296,53,0
296,55,2
296,56,0
296,58,0
296,63,0
364,3,3
364,9,3
364,16,3
364,20,0
364,22,3
364,29,3
364,30,3
364,42,0
364,55,3
364,88,3
670,3,2
670,10,3
670,11,2
670,14,3
670,22,2
670,23,3
670,25,2
670,29,2
670,35,2
670,55,2
60,3,2
60,9,2
60,12,2
60,34,1
60,39,1
60,50,2
60,53,2
60,54,2
60,80,2
60,81,0
692,3,0
692,9,2
692,13,0
692,22,0
692,27,0
692,34,0
692,35,0
692,42,1
692,43,2
692,51,0
397,3,2
397,8,3
397,9,2
397,13,2
397,15,2
397,26,1
397,35,3
397,41,2
397,44,2
397,63,2
540,3,3
540,9,3
540,12,3
540,15,3
540,31,3
540,39,1
540,40,3
540,46,3
540,52,3
540,56,3
372,3,3
372,8,0
372,10,3
372,21,3
372,26,2
372,37,3
372,40,3
372,58,3
372,67,3
372,99,3
685,3,1
685,7,1
685,10,1
685,17,1
685,20,1
685,22,1
685,42,0
685,43,1
685,47,2
685,60,1
246,3,3
246,8,3
246,9,3
246,13,3
246,16,3
246,20,3
246,23,3
246,29,0
246,34,1
246,72,3
738,3,3
738,14,3
738,16,1
738,20,1
738,25,2
738,30,3
738,31,3
738,34,3
738,40,3
738,43,3
709,3,1
709,13,1
709,16,1
709,21,1
709,22,2
709,28,1
709,29,1
709,34,3
709,35,1
709,42,1
618,3,1
618,13,1
618,15,1
618,19,1
618,20,0
618,44,1
618,50,1
618,55,3
618,56,1
618,60,1
127,3,3
127,8,1
127,16,3
127,20,3
127,25,3
127,31,0
127,35,2
127,40,3
127,58,3
127,91,0
636,3,3
636,8,3
636,13,3
636,21,3
636,25,3
636,28,3
636,31,3
636,35,2
636,43,3
636,59,3
227,3,3
227,5,3
227,16,3
227,20,3
227,24,3
227,25,3
227,35,2
227,43,3
227,55,3
227,61,3
101,3,2
101,17,2
101,23,2
101,27,2
101,34,2
101,35,2
101,36,2
101,47,0
101,55,3
101,75,2
136,3,1
136,5,1
136,9,1
136,11,1
136,13,1
136,21,1
136,25,1
136,37,1
136,40,1
136,63,1
342,3,3
342,12,3
342,20,0
342,30,3
342,34,3
342,39,3
342,41,3
342,42,3
342,47,3
342,83,3
507,3,2
507,8,2
507,14,2
507,16,2
507,34,2
507,35,2
507,43,2
507,51,3
507,54,1
507,55,3
176,3,1
176,4,1
176,22,0
176,25,1
176,29,1
176,31,0
176,32,0
176,33,1
176,35,1
176,58,1
460,3,1
460,9,1
460,11,3
460,16,1
460,19,1
460,28,0
460,45,1
460,50,1
460,52,1
460,53,1
320,3,3
320,16,0
320,17,3
320,24,3
320,27,3
320,37,1
320,41,3
320,43,3
320,60,3
320,75,3
799,3,2
799,9,2
799,11,2
799,20,2
799,35,2
799,41,2
799,51,2
799,61,2
799,63,0
799,88,2
192,3,3
192,12,1
192,13,3
192,16,3
192,20,2
192,21,3
192,26,3
192,37,3
192,41,3
192,55,3
723,3,0
723,9,0
723,11,0
723,13,1
723,27,0
723,28,2
723,30,1
723,31,0
723,34,0
723,72,0
534,3,0
534,7,3
534,9,0
534,11,3
534,31,0
534,47,1
534,56,0
534,61,0
534,72,0
534,91,0
629,3,2
629,5,2
629,16,1
629,31,2
629,41,2
629,43,0
629,47,2
629,53,3
629,58,2
629,62,2
609,3,0
609,9,0
609,12,0
609,16,0
609,22,1
609,34,0
609,35,0
609,43,0
609,47,1
609,58,0
623,3,0
623,5,3
623,9,0
623,13,0
623,16,0
623,23,2
623,25,0
623,28,0
623,36,2
623,55,0
221,3,3
221,8,2
221,10,3
221,19,0
221,20,3
221,35,0
221,41,3
221,47,3
221,68,3
221,70,3
180,3,3
180,4,3
180,13,3
180,19,3
180,23,3
180,26,3
180,35,3
180,48,3
180,56,3
180,60,3
15,3,3
15,16,3
15,28,3
15,34,3
15,36,0
15,40,2
15,42,0
15,43,3
15,55,3
15,59,3
161,3,2
161,9,3
161,10,1
161,13,2
161,16,2
161,21,3
161,35,2
161,42,2
161,43,2
161,54,2
467,3,2
467,4,2
467,13,3
467,17,2
467,20,0
467,34,2
467,43,3
467,53,2
467,69,2
467,85,2
416,3,3
416,5,3
416,21,3
416,34,0
416,35,3
416,46,1
416,47,0
416,53,3
416,58,3
416,61,2
807,3,3
807,9,1
807,12,0
807,13,0
807,20,2
807,25,2
807,28,0
807,34,0
807,43,1
807,53,0
151,3,1
151,11,0
151,13,0
151,15,3
151,25,2
151,31,0
151,34,3
151,36,2
151,68,3
151,88,3
472,3,2
472,9,1
472,13,1
472,16,1
472,20,1
472,21,1
472,35,1
472,39,1
472,43,2
472,53,1
735,3,1
735,5,3
735,9,2
735,16,2
735,20,2
735,25,2
735,37,2
735,40,2
735,42,3
735,58,1
708,3,2
708,6,1
708,9,3
708,12,3
708,16,3
708,20,3
708,29,3
708,34,3
708,53,3
708,59,3
356,3,1
356,13,0
356,20,0
356,35,0
356,42,0
356,44,0
356,51,1
356,54,2
356,62,2
356,73,2
316,3,2
316,11,1
316,16,1
316,19,1
316,20,2
316,21,1
316,22,2
316,25,1
316,34,3
316,40,1
492,3,0
492,11,1
492,13,2
492,21,2
492,22,2
492,31,2
492,50,2
492,55,2
492,84,2
492,94,3
312,3,1
312,9,3
312,16,3
312,23,3
312,31,3
312,35,3
312,41,3
312,47,3
312,53,3
312,65,3
480,3,2
480,9,0
480,13,0
480,16,0
480,20,0
480,23,0
480,25,0
480,37,0
480,43,0
480,45,0
91,3,2
91,5,0
91,20,1
91,22,3
91,29,3
91,30,1
91,31,0
91,35,3
91,56,1
91,81,1
515,3,0
515,9,1
515,11,1
515,13,0
515,16,1
515,19,1
515,22,1
515,51,2
515,53,1
515,94,1
749,3,3
749,10,2
749,13,3
749,16,0
749,21,1
749,31,2
749,34,0
749,45,2
749,63,2
749,66,2
742,3,0
742,5,2
742,13,0
742,28,0
742,29,2
742,34,2
742,40,3
742,41,2
742,42,0
742,58,2
716,3,2
716,10,1
716,13,1
716,20,1
716,30,2
716,31,1
716,43,1
716,50,1
716,51,1
716,58,2
746,3,2
746,5,3
746,9,3
746,10,3
746,20,3
746,31,3
746,40,3
746,41,3
746,58,3
746,73,3
54,3,1
54,8,0
54,9,0
54,12,0
54,16,0
54,23,0
54,28,0
54,34,0
54,35,0
54,43,0
691,3,2
691,5,3
691,9,3
691,13,3
691,20,1
691,31,3
691,41,3
691,43,3
691,53,3
691,87,1
18,3,3
18,9,1
18,13,0
18,17,3
18,18,2
18,26,1
18,40,1
18,43,1
18,54,1
18,61,0
201,3,1
201,8,2
201,12,2
201,14,1
201,20,1
201,28,3
201,31,3
201,37,2
201,42,1
201,43,3
139,3,1
139,15,0
139,16,3
139,28,1
139,35,3
139,42,3
139,55,3
139,58,3
139,66,3
139,73,3
203,3,3
203,6,2
203,9,3
203,10,2
203,11,0
203,16,2
203,19,2
203,37,2
203,49,2
203,70,0
572,3,3
572,10,1
572,13,0
572,15,1
572,22,1
572,26,1
572,31,1
572,40,2
572,43,1
572,56,1
226,3,3
226,8,2
226,9,2
226,15,2
226,16,2
226,21,2
226,31,0
226,40,2
226,50,2
226,62,2
273,3,1
273,5,3
273,7,3
273,22,3
273,36,0
273,40,3
273,43,2
273,52,3
273,54,1
273,61,3
470,3,2
470,7,3
470,12,3
470,17,3
470,29,3
470,39,3
470,47,3
470,55,2
470,61,3
470,85,3
85,3,3
85,9,2
85,11,1
85,13,1
85,20,1
85,27,1
85,31,1
85,43,1
85,61,1
85,73,1
695,3,2
695,5,2
695,9,0
695,12,3
695,13,3
695,16,3
695,20,3
695,23,1
695,31,3
695,43,3
138,3,3
138,11,3
138,14,0
138,19,2
138,29,2
138,34,2
138,35,1
138,37,2
138,40,2
138,55,2
669,3,1
669,11,2
669,13,0
669,16,2
669,19,2
669,21,2
669,28,2
669,29,2
669,31,3
669,47,2
770,3,1
770,5,3
770,9,3
770,12,3
770,21,3
770,31,3
770,34,3
770,35,3
770,53,3
770,58,1
476,3,1
476,12,0
476,20,0
476,22,0
476,27,0
476,29,1
476,36,0
476,41,0
476,42,2
476,65,0
498,3,3
498,22,2
498,25,2
498,27,2
498,28,2
498,34,2
498,35,2
498,40,2
498,42,2
498,53,2
332,3,3
332,5,1
332,9,2
332,21,2
332,34,3
332,35,1
332,39,1
332,47,2
332,58,2
332,79,2
675,3,0
675,11,3
675,20,0
675,22,0
675,25,3
675,30,3
675,41,1
675,45,3
675,51,3
675,59,3
461,3,2
461,8,3
461,17,1
461,22,3
461,35,3
461,39,3
461,43,3
461,50,3
461,53,3
461,54,3
605,3,1
605,15,2
605,22,2
605,25,2
605,29,1
605,35,3
605,40,3
605,42,1
605,43,2
605,61,2
509,3,0
509,9,3
509,16,3
509,20,2
509,21,1
509,35,3
509,39,3
509,50,3
509,51,2
509,61,2
327,3,3
327,16,0
327,19,0
327,22,3
327,25,1
327,35,2
327,47,2
327,51,1
327,53,0
327,54,0
442,3,1
442,9,3
442,19,3
442,20,3
442,26,3
442,28,3
442,34,3
442,43,3
442,82,3
442,91,3
681,3,1
681,8,1
681,12,0
681,13,0
681,14,3
681,22,0
681,28,0
681,35,0
681,51,0
681,59,0
769,3,0
769,9,3
769,16,3
769,22,0
769,25,3
769,28,3
769,58,3
769,60,3
769,73,3
769,94,3
782,3,0
782,6,1
782,20,2
782,22,2
782,25,0
782,29,1
782,43,2
782,54,2
782,58,2
782,73,2
701,3,0
701,9,2
701,20,2
701,40,3
701,41,2
701,47,2
701,51,2
701,59,2
701,66,2
701,94,2
651,3,2
651,10,3
651,13,0
651,20,2
651,29,3
651,36,3
651,40,3
651,41,3
651,43,3
651,62,3
674,3,0
674,8,3
674,16,3
674,20,3
674,25,3
674,31,3
674,37,3
674,40,1
674,43,3
674,102,3
783,3,0
783,9,2
783,20,2
783,21,2
783,31,0
783,34,2
783,42,2
783,43,0
783,47,2
783,84,3
158,3,0
158,13,0
158,20,2
158,25,2
158,31,0
158,34,2
158,35,2
158,47,2
158,73,2
158,80,2
737,3,0
737,16,1
737,21,1
737,31,2
737,35,1
737,41,2
737,54,1
737,63,1
737,66,1
737,109,1
338,3,1
338,10,0
338,15,0
338,20,1
338,22,0
338,31,0
338,40,3
338,41,0
338,48,0
338,53,0
249,3,2
249,13,3
249,14,1
249,15,1
249,16,1
249,17,1
249,40,1
249,41,0
249,55,1
249,61,1
526,3,1
526,9,0
526,25,0
526,31,0
526,35,3
526,39,3
526,49,0
526,53,0
526,67,0
526,73,0
191,3,3
191,9,1
191,10,3
191,11,3
191,13,3
191,16,1
191,17,2
191,22,1
191,39,1
191,57,1
550,3,0
550,9,2
550,13,0
550,14,2
550,23,2
550,35,1
550,39,2
550,40,2
550,47,2
550,61,2
659,3,0
659,9,0
659,12,3
659,16,3
659,20,3
659,22,1
659,25,1
659,34,3
659,43,3
659,59,3
309,3,2
309,8,0
309,13,0
309,16,0
309,19,0
309,25,1
309,35,0
309,37,0
309,40,1
309,55,1
55,3,0
55,4,2
55,12,2
55,14,2
55,34,1
55,35,2
55,36,1
55,43,2
55,77,2
55,78,1
5,3,2
5,16,3
5,20,3
5,25,3
5,28,3
5,31,2
5,32,3
5,33,3
5,34,3
5,35,3
710,3,2
710,9,3
710,16,3
710,20,2
710,23,0
710,28,3
710,34,2
710,35,3
710,43,0
710,58,0
554,3,0
554,10,2
554,14,2
554,16,2
554,22,0
554,34,3
554,37,2
554,51,3
554,52,2
554,60,2
307,3,3
307,13,3
307,15,0
307,21,0
307,30,2
307,34,0
307,36,0
307,39,0
307,41,3
307,73,1
381,3,1
381,16,3
381,19,3
381,20,0
381,23,3
381,34,1
381,39,2
381,58,3
381,69,3
381,82,3
465,3,3
465,12,2
465,13,2
465,16,2
465,22,2
465,28,1
465,34,2
465,41,2
465,43,1
465,47,2
371,3,2
371,8,0
371,9,0
371,16,0
371,20,0
371,21,0
371,35,3
371,39,0
371,41,0
371,54,0
789,3,2
789,9,3
789,11,3
789,13,2
789,16,3
789,28,3
789,35,3
789,36,3
789,62,3
789,66,3
189,3,3
189,6,0
189,7,0
189,8,0
189,14,0
189,16,0
189,31,0
189,34,0
189,39,0
189,41,1
251,3,2
251,4,1
251,7,1
251,9,1
251,13,3
251,16,1
251,34,1
251,40,1
251,43,1
251,60,1
654,3,0
654,8,1
654,13,0
654,29,2
654,31,2
654,37,2
654,41,1
654,43,1
654,55,0
654,58,1
303,3,1
303,8,3
303,9,3
303,13,3
303,16,0
303,23,3
303,53,3
303,54,1
303,57,0
303,58,1
684,3,1
684,8,0
684,9,0
684,21,2
684,22,0
684,34,3
684,35,2
684,43,0
684,53,0
684,58,0
340,3,3
340,16,1
