Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[0]	DS_Pr[1]	DS_Pr[2]	DS_Pr[3]	MV_Pr[0]	MV_Pr[1]	MV_Pr[2]	MV_Pr[3]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
161	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.6667	0.0000	0.2222	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.3333	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	55.07%
162	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.3333	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	-4.84%
163	2	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
164	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.0000	0.2222	0.3333	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
165	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
166	1	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.4444	0.0000	0.1111	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	100.00%	-34.80%	-34.80%	-2.06%	25.11%
167	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.0000	0.4444	0.2222	0.3333	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	1.0000	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	-34.80%
168	2	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.2222	0.3333	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
169	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2500	0.3750	0.2500	0.1250	0.7499	0.7188	0.7418	0.6250	0.7418	0.6250	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.6250	0.00%	15.75%	-1.08%	3.11%	0.00%	15.75%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	15.75%
17	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1250	0.2500	0.1250	0.5000	0.7499	0.6563	0.7418	0.5000	0.7418	0.5000	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5000	0.00%	32.60%	-1.08%	11.54%	0.00%	32.60%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	32.60%
170	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.2222	0.3333	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.6667	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	10.13%
171	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.2222	0.1111	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.8889	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-19.82%
172	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.2222	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	10.13%
173	3	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
174	1	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.1111	0.4444	0.0000	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.8889	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-19.82%
175	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.4444	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	-4.84%
176	2	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.6667	0.2222	0.0000	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
177	1	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	10.13%
178	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.1111	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	1.0000	0.7472	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
179	2	2	3	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.3333	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	0.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	100.00%	0.00%	10.13%
18	1	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.2222	0.2222	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
180	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.6667	0.2222	0.1111	0.0000	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.3333	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	55.07%
181	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.1111	0.5556	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	40.09%
182	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.3333	0.1111	0.1111	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	25.11%
183	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.3333	0.4444	0.0000	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	25.11%
184	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.1111	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.8889	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-19.82%
185	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.1111	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	10.13%
186	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.1111	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
187	2	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.0000	0.2222	0.3333	0.4444	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
188	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.0000	0.1250	0.3750	0.5000	0.7499	0.5938	0.7418	0.5000	0.7418	0.5000	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.8750	0.00%	32.60%	-1.08%	19.96%	0.00%	32.60%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-17.95%
189	3	2	1	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.2222	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.8889	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-19.82%
19	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.3333	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	-4.84%
190	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.0000	0.3333	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	25.11%
191	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.0000	0.2222	0.4444	0.3333	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
192	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.1111	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	25.11%
193	0	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.0000	0.3333	0.3333	0.7499	0.6667	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	10.13%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	10.13%
194	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.6667	0.0000	0.2222	0.1111	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
195	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.0000	0.3333	0.1111	0.5556	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	40.09%
196	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.5556	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.8889	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-19.82%
197	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.2222	0.2222	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.8889	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-19.82%
198	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.2222	0.0000	0.2222	0.7499	0.5926	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.4444	0.00%	40.09%	-1.08%	20.12%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	40.09%
199	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.1111	0.3333	0.0000	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
2	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.1111	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
20	2	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
200	1	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
201	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.1111	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
202	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.5556	0.2222	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
203	2	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	0.0000	0.0000	1.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
204	0	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.1111	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
205	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	100.00%	-1.61%	10.13%
206	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.1111	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	25.11%
207	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
208	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.3333	0.2222	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
209	2	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	0.0000	0.0000	1.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	100.00%	100.00%	-34.80%	0.00%	10.13%
21	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.1111	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
210	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.0000	0.3333	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	25.11%
211	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.1111	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
212	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.1111	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
213	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.0000	0.4444	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	10.13%
214	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.2222	0.1111	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	40.09%
215	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.0000	0.3333	0.4444	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
216	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.0000	0.0000	0.7778	0.2222	0.7499	0.3457	0.7418	0.2222	0.7418	0.2222	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.2222	0.00%	70.04%	-1.08%	53.40%	0.00%	70.04%	100.00%	100.00%	100.00%	100.00%	0.00%	70.04%
217	2	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
218	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.3333	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	-34.80%	-0.73%	10.13%
219	0	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
22	0	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	10.13%
220	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.3333	0.5556	0.0000	0.1111	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
221	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.4444	0.0000	0.7498	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
222	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.3333	0.0000	0.5556	0.1111	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	1.0000	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-34.80%
223	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.0000	0.6667	0.2222	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.3333	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	100.00%	100.00%	100.00%	100.00%	0.00%	55.07%
224	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.2222	0.5556	0.7499	0.6173	0.7419	0.4444	0.7419	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	40.09%
